customerName;productName;productLine;orderDate;orderDay;orderMonth;orderYear;orderQuarter;dollar_sales
Daedalus Designs Imports;1936 Harley Davidson El Knucklehead;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;1211.5
Daedalus Designs Imports;1957 Vespa GS150;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;1240.26
Daedalus Designs Imports;1957 Corvette Convertible;Classic Cars;2003-11-11 00:00:00;11;11;2003;4;6481.64
Daedalus Designs Imports;1997 BMW R 1100 S;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;4706.4
Daedalus Designs Imports;1960 BSA Gold Star DBD34;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;1727.60
Daedalus Designs Imports;1982 Ducati 900 Monster;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;2133.25
Daedalus Designs Imports;1961 Chevrolet Impala;Classic Cars;2003-11-11 00:00:00;11;11;2003;4;1923.87
Daedalus Designs Imports;1982 Ducati 996 R;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;1135.26
Daedalus Designs Imports;1974 Ducati 350 Mk3 Desmo;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;2245.1
Daedalus Designs Imports;2002 Yamaha YZR M1;Motorcycles;2003-11-11 00:00:00;11;11;2003;4;1571.85
Herkku Gifts;1968 Ford Mustang;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;4202.82
Herkku Gifts;1968 Dodge Charger;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;3189.76
Herkku Gifts;1970 Plymouth Hemi Cuda;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;1340.6
Herkku Gifts;1969 Dodge Charger;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;3855.6
Herkku Gifts;1993 Mazda RX-7;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;5480.64
Herkku Gifts;1965 Aston Martin DB5;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;5226.48
Herkku Gifts;1948 Porsche 356-A Roadster;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;1643.17
Herkku Gifts;1995 Honda Civic;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2718.45
Herkku Gifts;1999 Indy 500 Monte Carlo SS;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;3528.36
Herkku Gifts;1992 Ferrari 360 Spider red;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;6629.85
Herkku Gifts;1969 Dodge Super Bee;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2195.1
Herkku Gifts;1976 Ford Gran Torino;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2651.66
Herkku Gifts;1948 Porsche Type 356 Roadster;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;5344.55
Herkku Gifts;1966 Shelby Cobra 427 S/C;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;1539.52
Herkku Gifts;1982 Lamborghini Diablo;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;1215.45
Herkku Gifts;1971 Alpine Renault 1600s;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;1253.27
Herkku Gifts;1956 Porsche 356A Coupe;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;3054.25
Mini Gifts Distributors Ltd.;1937 Lincoln Berline;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;2080.5
Mini Gifts Distributors Ltd.;1936 Mercedes-Benz 500K Special Roadster;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;1414.72
Mini Gifts Distributors Ltd.;1917 Grand Touring Sedan;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;7031.20
Mini Gifts Distributors Ltd.;1911 Ford Town Car;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;2070.62
Mini Gifts Distributors Ltd.;1932 Model A Ford J-Coupe;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;2110.4
Mini Gifts Distributors Ltd.;1928 Mercedes-Benz SSK;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;2835
Mini Gifts Distributors Ltd.;1917 Maxwell Touring Car;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;2848.23
Mini Gifts Distributors Ltd.;1932 Alfa Romeo 8C2300 Spider Sport;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;3180.6
Mini Gifts Distributors Ltd.;1957 Ford Thunderbird;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2696.75
Mini Gifts Distributors Ltd.;1970 Chevy Chevelle SS 454;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2970.4
Mini Gifts Distributors Ltd.;1939 Chevrolet Deluxe Coupe;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;1242.54
Mini Gifts Distributors Ltd.;1938 Cadillac V-16 Presidential Limousine;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;1235.97
Mini Gifts Distributors Ltd.;1949 Jaguar XK 120;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;3140.64
Mini Gifts Distributors Ltd.;1952 Citroen-15CV;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2325.4
Mini Gifts Distributors Ltd.;1969 Chevrolet Camaro Z28;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;2429.46
Mini Gifts Distributors Ltd.;2002 Chevy Corvette;Classic Cars;2003-11-12 00:00:00;12;11;2003;4;4669.7
Mini Gifts Distributors Ltd.;1936 Mercedes Benz 500k Roadster;Vintage Cars;2003-11-12 00:00:00;12;11;2003;4;802.24
Classic Gift Ideas, Inc;1952 Alpine Renault 1300;Classic Cars;2003-11-13 00:00:00;13;11;2003;4;4140.23
Classic Gift Ideas, Inc;1962 LanciaA Delta 16V;Classic Cars;2003-11-13 00:00:00;13;11;2003;4;3557.68
Classic Gift Ideas, Inc;1958 Setra Bus;Trucks and Buses;2003-11-13 00:00:00;13;11;2003;4;4706.8
Classic Gift Ideas, Inc;1940 Ford Pickup Truck;Trucks and Buses;2003-11-13 00:00:00;13;11;2003;4;2278.5
Classic Gift Ideas, Inc;1913 Ford Model T Speedster;Vintage Cars;2003-11-13 00:00:00;13;11;2003;4;3373.66
Classic Gift Ideas, Inc;1934 Ford V8 Coupe;Vintage Cars;2003-11-13 00:00:00;13;11;2003;4;1997.58
Classic Gift Ideas, Inc;18th Century Vintage Horse Carriage;Vintage Cars;2003-11-13 00:00:00;13;11;2003;4;1981.32
Classic Gift Ideas, Inc;1940s Ford truck;Trucks and Buses;2003-11-13 00:00:00;13;11;2003;4;2491.86
Classic Gift Ideas, Inc;1939 Cadillac Limousine;Vintage Cars;2003-11-13 00:00:00;13;11;2003;4;1690.39
Classic Gift Ideas, Inc;1936 Chrysler Airflow;Vintage Cars;2003-11-13 00:00:00;13;11;2003;4;3845.07
Classic Gift Ideas, Inc;1996 Peterbilt 379 Stake Bed with Outrigger;Trucks and Buses;2003-11-13 00:00:00;13;11;2003;4;2565.64
Classic Gift Ideas, Inc;1982 Camaro Z28;Classic Cars;2003-11-13 00:00:00;13;11;2003;4;1977.54
Iberia Gift Imports, Corp.;1957 Chevy Pickup;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;3902.39
Iberia Gift Imports, Corp.;1998 Chrysler Plymouth Prowler;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;6703.12
Iberia Gift Imports, Corp.;1964 Mercedes Tour Bus;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;5476.3
Iberia Gift Imports, Corp.;1926 Ford Fire Engine;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;2673.88
Iberia Gift Imports, Corp.;1992 Ferrari 360 Spider red;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;4646.59
Iberia Gift Imports, Corp.;1970 Dodge Coronet;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;1773.82
Iberia Gift Imports, Corp.;1962 Volkswagen Microbus;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;2821.68
Iberia Gift Imports, Corp.;1958 Chevy Corvette Limited Edition;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;1262.52
Iberia Gift Imports, Corp.;1992 Porsche Cayenne Turbo Silver;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;5621.77
Iberia Gift Imports, Corp.;1980Ã¢â‚¬â„¢s GM Manhattan Express;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;3898.5
Iberia Gift Imports, Corp.;1954 Greyhound Scenicruiser;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;1732.17
Iberia Gift Imports, Corp.;1950's Chicago Surface Lines Streetcar;Trains;2003-11-14 00:00:00;14;11;2003;4;2833.44
Iberia Gift Imports, Corp.;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;2003-11-14 00:00:00;14;11;2003;4;4167
Mini Creations Ltd.;2001 Ferrari Enzo;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;4101.93
Mini Creations Ltd.;1969 Corvair Monza;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;4836.15
Mini Creations Ltd.;1969 Ford Falcon;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;6324.00
Mini Creations Ltd.;1903 Ford Model A;Vintage Cars;2003-11-14 00:00:00;14;11;2003;4;3480.4
Mini Creations Ltd.;Collectable Wooden Train;Trains;2003-11-14 00:00:00;14;11;2003;4;4644.71
Mini Creations Ltd.;1970 Triumph Spitfire;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;4984.98
Mini Creations Ltd.;1904 Buick Runabout;Vintage Cars;2003-11-14 00:00:00;14;11;2003;4;4125.19
Mini Creations Ltd.;18th century schooner;Ships;2003-11-14 00:00:00;14;11;2003;4;3170.7
Mini Creations Ltd.;1912 Ford Model T Delivery Wagon;Vintage Cars;2003-11-14 00:00:00;14;11;2003;4;2745.6
Mini Creations Ltd.;1962 City of Detroit Streetcar;Trains;2003-11-14 00:00:00;14;11;2003;4;937.2
Mini Creations Ltd.;The Schooner Bluenose;Ships;2003-11-14 00:00:00;14;11;2003;4;1358.07
Mini Creations Ltd.;The Mayflower;Ships;2003-11-14 00:00:00;14;11;2003;4;2390.4
Mini Creations Ltd.;The USS Constitution Ship;Ships;2003-11-14 00:00:00;14;11;2003;4;2396.16
Mini Creations Ltd.;The Titanic;Ships;2003-11-14 00:00:00;14;11;2003;4;3669.29
Mini Creations Ltd.;The Queen Mary;Ships;2003-11-14 00:00:00;14;11;2003;4;2053.7
Mini Creations Ltd.;Pont Yacht;Ships;2003-11-14 00:00:00;14;11;2003;4;1330
Double Decker Gift Stores, Ltd;1972 Alfa Romeo GTA;Classic Cars;2003-11-14 00:00:00;14;11;2003;4;2828.79
Double Decker Gift Stores, Ltd;1980s Black Hawk Helicopter;Planes;2003-11-14 00:00:00;14;11;2003;4;4390.08
Double Decker Gift Stores, Ltd;1999 Yamaha Speed Boat;Ships;2003-11-14 00:00:00;14;11;2003;4;2339.84
Double Decker Gift Stores, Ltd;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;2003-11-14 00:00:00;14;11;2003;4;4529.16
Double Decker Gift Stores, Ltd;1900s Vintage Bi-Plane;Planes;2003-11-14 00:00:00;14;11;2003;4;1326.37
Double Decker Gift Stores, Ltd;1937 Horch 930V Limousine;Vintage Cars;2003-11-14 00:00:00;14;11;2003;4;1256.43
Double Decker Gift Stores, Ltd;1940 Ford Delivery Sedan;Vintage Cars;2003-11-14 00:00:00;14;11;2003;4;2475.72
Double Decker Gift Stores, Ltd;HMS Bounty;Ships;2003-11-14 00:00:00;14;11;2003;4;1933.44
Double Decker Gift Stores, Ltd;Boeing X-32A JSF;Planes;2003-11-14 00:00:00;14;11;2003;4;1195.88
King Kong Collectables, Co.;P-51-D Mustang;Planes;2003-11-15 00:00:00;15;11;2003;4;3155.4
King Kong Collectables, Co.;1928 British Royal Navy Airplane;Planes;2003-11-15 00:00:00;15;11;2003;4;4429.34
King Kong Collectables, Co.;Corsair F4U ( Bird Cage);Planes;2003-11-15 00:00:00;15;11;2003;4;2406.28
King Kong Collectables, Co.;1900s Vintage Tri-Plane;Planes;2003-11-15 00:00:00;15;11;2003;4;2127.84
King Kong Collectables, Co.;1928 Ford Phaeton Deluxe;Vintage Cars;2003-11-15 00:00:00;15;11;2003;4;1897.82
King Kong Collectables, Co.;1930 Buick Marquette Phaeton;Vintage Cars;2003-11-15 00:00:00;15;11;2003;4;1628.11
King Kong Collectables, Co.;American Airlines: B767-300;Planes;2003-11-15 00:00:00;15;11;2003;4;2888.3
King Kong Collectables, Co.;America West Airlines B757-200;Planes;2003-11-15 00:00:00;15;11;2003;4;4212.12
King Kong Collectables, Co.;F/A 18 Hornet 1/72;Planes;2003-11-15 00:00:00;15;11;2003;4;2448
King Kong Collectables, Co.;American Airlines: MD-11S;Planes;2003-11-15 00:00:00;15;11;2003;4;3094.52
Herkku Gifts;1969 Harley Davidson Ultimate Chopper;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;4593.6
Herkku Gifts;1996 Moto Guzzi 1100i;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;4248.4
Herkku Gifts;2003 Harley-Davidson Eagle Drag Bike;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;8191.79
Herkku Gifts;1936 Harley Davidson El Knucklehead;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;1666.88
Herkku Gifts;1997 BMW R 1100 S;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;2395
Herkku Gifts;1960 BSA Gold Star DBD34;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;2468
Herkku Gifts;1997 BMW F650 ST;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;3604.04
Herkku Gifts;ATA: B757-300;Planes;2003-11-18 00:00:00;18;11;2003;4;2787.19
Toys4GrownUps.com;2002 Suzuki XREO;Motorcycles;2003-11-18 00:00:00;18;11;2003;4;3879.96
Euro+ Shopping Channel;1982 Ducati 900 Monster;Motorcycles;2003-11-19 00:00:00;19;11;2003;4;2472.54
Euro+ Shopping Channel;1982 Ducati 996 R;Motorcycles;2003-11-19 00:00:00;19;11;2003;4;1776.52
Euro+ Shopping Channel;1974 Ducati 350 Mk3 Desmo;Motorcycles;2003-11-19 00:00:00;19;11;2003;4;3771.6
Euro+ Shopping Channel;2002 Yamaha YZR M1;Motorcycles;2003-11-19 00:00:00;19;11;2003;4;2701.2
Toms SpezialitÃƒÂ¤ten, Ltd;1968 Ford Mustang;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;3268.86
Toms SpezialitÃƒÂ¤ten, Ltd;1968 Dodge Charger;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;4180.8
Toms SpezialitÃƒÂ¤ten, Ltd;1970 Plymouth Hemi Cuda;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2106.6
Toms SpezialitÃƒÂ¤ten, Ltd;1969 Dodge Super Bee;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2721.24
Toms SpezialitÃƒÂ¤ten, Ltd;1976 Ford Gran Torino;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2738.38
Toms SpezialitÃƒÂ¤ten, Ltd;1957 Vespa GS150;Motorcycles;2003-11-20 00:00:00;20;11;2003;4;2619.99
Toms SpezialitÃƒÂ¤ten, Ltd;1957 Corvette Convertible;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;4380.8
Toms SpezialitÃƒÂ¤ten, Ltd;1971 Alpine Renault 1600s;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2556.96
Toms SpezialitÃƒÂ¤ten, Ltd;1961 Chevrolet Impala;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;3414.84
Online Diecast Creations Co.;1969 Dodge Charger;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2674.08
Online Diecast Creations Co.;1993 Mazda RX-7;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;3082.64
Online Diecast Creations Co.;1965 Aston Martin DB5;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2923.2
Online Diecast Creations Co.;1948 Porsche 356-A Roadster;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;3187.8
Online Diecast Creations Co.;1995 Honda Civic;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;6017.41
Online Diecast Creations Co.;1999 Indy 500 Monte Carlo SS;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;4213.44
Online Diecast Creations Co.;1992 Ferrari 360 Spider red;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;3566.41
Online Diecast Creations Co.;1948 Porsche Type 356 Roadster;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;5658.3
Online Diecast Creations Co.;1970 Chevy Chevelle SS 454;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2664.74
Online Diecast Creations Co.;1966 Shelby Cobra 427 S/C;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2317.1
Online Diecast Creations Co.;1949 Jaguar XK 120;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;3971.18
Online Diecast Creations Co.;1952 Citroen-15CV;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2593.02
Online Diecast Creations Co.;1982 Lamborghini Diablo;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;996.89
Online Diecast Creations Co.;1969 Chevrolet Camaro Z28;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;2218.88
Online Diecast Creations Co.;2002 Chevy Corvette;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;4285.36
Online Diecast Creations Co.;1956 Porsche 356A Coupe;Classic Cars;2003-11-20 00:00:00;20;11;2003;4;5055.3
Australian Collectables, Ltd;1937 Lincoln Berline;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2589.16
Australian Collectables, Ltd;1936 Mercedes-Benz 500K Special Roadster;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2132.56
Australian Collectables, Ltd;1917 Grand Touring Sedan;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;3213
Australian Collectables, Ltd;1911 Ford Town Car;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2542.68
Australian Collectables, Ltd;1932 Model A Ford J-Coupe;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;5090.36
Australian Collectables, Ltd;1928 Mercedes-Benz SSK;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;3155.68
Australian Collectables, Ltd;1913 Ford Model T Speedster;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2439.64
Australian Collectables, Ltd;1934 Ford V8 Coupe;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;1274.16
Australian Collectables, Ltd;18th Century Vintage Horse Carriage;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2239.97
Australian Collectables, Ltd;1917 Maxwell Touring Car;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2539.84
Australian Collectables, Ltd;1932 Alfa Romeo 8C2300 Spider Sport;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;2208.72
Australian Collectables, Ltd;1957 Ford Thunderbird;Classic Cars;2003-11-21 00:00:00;21;11;2003;4;1657
Australian Collectables, Ltd;1939 Chevrolet Deluxe Coupe;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;836.93
Australian Collectables, Ltd;1938 Cadillac V-16 Presidential Limousine;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;896
Australian Collectables, Ltd;1936 Mercedes Benz 500k Roadster;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;839.52
Australian Collectables, Ltd;1936 Chrysler Airflow;Vintage Cars;2003-11-21 00:00:00;21;11;2003;4;1850.39
Saveley & Henriot, Co.;1952 Alpine Renault 1300;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;8550.78
Saveley & Henriot, Co.;1962 LanciaA Delta 16V;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;3495.44
Saveley & Henriot, Co.;1958 Setra Bus;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;4726.06
Saveley & Henriot, Co.;1940 Ford Pickup Truck;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;2180.64
Saveley & Henriot, Co.;1926 Ford Fire Engine;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;2297.25
Saveley & Henriot, Co.;1940s Ford truck;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;3642.24
Saveley & Henriot, Co.;1939 Cadillac Limousine;Vintage Cars;2003-11-25 00:00:00;25;11;2003;4;1959.38
Saveley & Henriot, Co.;1962 Volkswagen Microbus;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;5510.54
Saveley & Henriot, Co.;1980Ã¢â‚¬â„¢s GM Manhattan Express;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;2850.85
Saveley & Henriot, Co.;1996 Peterbilt 379 Stake Bed with Outrigger;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;2394.99
Saveley & Henriot, Co.;1982 Camaro Z28;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;2103.92
Mini Classics;1957 Chevy Pickup;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;5806.5
Mini Classics;1998 Chrysler Plymouth Prowler;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;3757.58
Mini Classics;1964 Mercedes Tour Bus;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;3951.85
Mini Classics;1992 Ferrari 360 Spider red;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;7535.5
Mini Classics;1970 Dodge Coronet;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;2390.52
Mini Classics;1958 Chevy Corvette Limited Edition;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;1018.24
Mini Classics;1992 Porsche Cayenne Turbo Silver;Classic Cars;2003-11-25 00:00:00;25;11;2003;4;3257.54
Mini Classics;1954 Greyhound Scenicruiser;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;1662.4
Mini Classics;1950's Chicago Surface Lines Streetcar;Trains;2003-11-25 00:00:00;25;11;2003;4;1947.99
Mini Classics;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;2003-11-25 00:00:00;25;11;2003;4;4764.27
Super Scale Inc.;2001 Ferrari Enzo;Classic Cars;2003-11-26 00:00:00;26;11;2003;4;9571.08
Super Scale Inc.;1969 Corvair Monza;Classic Cars;2003-11-26 00:00:00;26;11;2003;4;3625.92
Super Scale Inc.;1969 Ford Falcon;Classic Cars;2003-11-26 00:00:00;26;11;2003;4;5588.66
Super Scale Inc.;1903 Ford Model A;Vintage Cars;2003-11-26 00:00:00;26;11;2003;4;6224.47
Super Scale Inc.;Collectable Wooden Train;Trains;2003-11-26 00:00:00;26;11;2003;4;2858.8
Super Scale Inc.;1970 Triumph Spitfire;Classic Cars;2003-11-26 00:00:00;26;11;2003;4;3412.53
Super Scale Inc.;1962 City of Detroit Streetcar;Trains;2003-11-26 00:00:00;26;11;2003;4;2613.72
Super Scale Inc.;The Mayflower;Ships;2003-11-26 00:00:00;26;11;2003;4;4244
Enaco Distributors;1972 Alfa Romeo GTA;Classic Cars;2003-11-26 00:00:00;26;11;2003;4;5324.4
Enaco Distributors;1999 Yamaha Speed Boat;Ships;2003-11-26 00:00:00;26;11;2003;4;3838.24
Enaco Distributors;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;2003-11-26 00:00:00;26;11;2003;4;1886.5
Enaco Distributors;1904 Buick Runabout;Vintage Cars;2003-11-26 00:00:00;26;11;2003;4;3949.49
Enaco Distributors;18th century schooner;Ships;2003-11-26 00:00:00;26;11;2003;4;4484.17
Enaco Distributors;1912 Ford Model T Delivery Wagon;Vintage Cars;2003-11-26 00:00:00;26;11;2003;4;3910.4
Enaco Distributors;1940 Ford Delivery Sedan;Vintage Cars;2003-11-26 00:00:00;26;11;2003;4;1494.46
Enaco Distributors;The Schooner Bluenose;Ships;2003-11-26 00:00:00;26;11;2003;4;1380
Enaco Distributors;HMS Bounty;Ships;2003-11-26 00:00:00;26;11;2003;4;1890
Enaco Distributors;The USS Constitution Ship;Ships;2003-11-26 00:00:00;26;11;2003;4;3325
Enaco Distributors;The Titanic;Ships;2003-11-26 00:00:00;26;11;2003;4;2704.59
Enaco Distributors;The Queen Mary;Ships;2003-11-26 00:00:00;26;11;2003;4;3093.65
Enaco Distributors;Boeing X-32A JSF;Planes;2003-11-26 00:00:00;26;11;2003;4;1152.16
Enaco Distributors;Pont Yacht;Ships;2003-11-26 00:00:00;26;11;2003;4;2040.78
Cruz & Sons Co.;1980s Black Hawk Helicopter;Planes;2003-11-27 00:00:00;27;11;2003;4;6292.02
Cruz & Sons Co.;1900s Vintage Bi-Plane;Planes;2003-11-27 00:00:00;27;11;2003;4;2926.56
Cruz & Sons Co.;1937 Horch 930V Limousine;Vintage Cars;2003-11-27 00:00:00;27;11;2003;4;1668.87
Cruz & Sons Co.;Corsair F4U ( Bird Cage);Planes;2003-11-27 00:00:00;27;11;2003;4;2816.93
Cruz & Sons Co.;America West Airlines B757-200;Planes;2003-11-27 00:00:00;27;11;2003;4;3978.66
Cruz & Sons Co.;American Airlines: MD-11S;Planes;2003-11-27 00:00:00;27;11;2003;4;2961.2
West Coast Collectables Co.;1930 Buick Marquette Phaeton;Vintage Cars;2003-12-01 00:00:00;1;12;2003;4;1101.12
West Coast Collectables Co.;American Airlines: B767-300;Planes;2003-12-01 00:00:00;1;12;2003;4;3901.92
West Coast Collectables Co.;F/A 18 Hornet 1/72;Planes;2003-12-01 00:00:00;1;12;2003;4;2675.20
King Kong Collectables, Co.;P-51-D Mustang;Planes;2003-12-01 00:00:00;1;12;2003;4;2081.52
King Kong Collectables, Co.;1928 British Royal Navy Airplane;Planes;2003-12-01 00:00:00;1;12;2003;4;3285.81
King Kong Collectables, Co.;1900s Vintage Tri-Plane;Planes;2003-12-01 00:00:00;1;12;2003;4;2740.92
King Kong Collectables, Co.;1997 BMW F650 ST;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;2831.85
King Kong Collectables, Co.;1928 Ford Phaeton Deluxe;Vintage Cars;2003-12-01 00:00:00;1;12;2003;4;1764.44
King Kong Collectables, Co.;ATA: B757-300;Planes;2003-12-01 00:00:00;1;12;2003;4;4488.51
Mini Wheels Co.;1969 Harley Davidson Ultimate Chopper;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;1810.6
Mini Wheels Co.;1996 Moto Guzzi 1100i;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;2797.44
Mini Wheels Co.;2003 Harley-Davidson Eagle Drag Bike;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;9394.28
Mini Wheels Co.;2002 Suzuki XREO;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;3163
Mini Wheels Co.;1936 Harley Davidson El Knucklehead;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;1453.8
Mini Wheels Co.;1997 BMW R 1100 S;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;3648.06
Mini Wheels Co.;1960 BSA Gold Star DBD34;Motorcycles;2003-12-01 00:00:00;1;12;2003;4;1656.75
GiftsForHim.com;1957 Vespa GS150;Motorcycles;2003-12-02 00:00:00;2;12;2003;4;1659.89
GiftsForHim.com;1957 Corvette Convertible;Classic Cars;2003-12-02 00:00:00;2;12;2003;4;5374.57
GiftsForHim.com;1982 Ducati 900 Monster;Motorcycles;2003-12-02 00:00:00;2;12;2003;4;2805
GiftsForHim.com;1961 Chevrolet Impala;Classic Cars;2003-12-02 00:00:00;2;12;2003;4;3759.00
GiftsForHim.com;1982 Ducati 996 R;Motorcycles;2003-12-02 00:00:00;2;12;2003;4;901.53
GiftsForHim.com;1974 Ducati 350 Mk3 Desmo;Motorcycles;2003-12-02 00:00:00;2;12;2003;4;2530.84
